商品id,未来一周天均销量
【9.9元30包素肉】创奇手撕素肉麻辣豆干休闲零食小吃批发30-90包,0
【上乘优品】麻婆豆腐调料包商用配方四川特产麻辣豆腐调料/160g,0
【感恩福利】红糖桂圆红枣枸杞姜茶送女朋友老婆 150克*10包/盒,0
【晴子专属】榴莲蛋糕6寸 8层800g含400g榴莲肉 动物奶油 ,0
【花】2021虎缘稻花香米2.5kg/袋（绿袋新米）,0
【年货礼盒】吾尚草莓味、原味AD钙奶220ml*20瓶,0
波比跳健身油醋汁0脂肪油醋280g  水煮菜酱料凉拌菜调料,0
品音棒棒糖 品尝爱情的味道 一生有你就是未来的情歌 音乐糖1支装,0
【1箱】拍1单发8盒 红太吉正宗佛跳墙250g/盒 礼盒装,0
辉茗阳 猫屎糖 茂名特产猫屎糖 椰蓉花生软糖 250克,0
新货琥珀核桃仁250g*1净含量新鲜核桃肉坚果孕妇零食炒货,0
【主播专属】山药南瓜酥千层酥零食1盒,0
【思总宠粉专属】牛螺哥柳州螺蛳粉水煮型300g/包 拍一发九包装,0
【爆款商品】嗨吃家胡辣汤65克*6桶口味地道,0
【小米专享】农道好物 玉米糊 醇香可口 细腻顺滑 400g/袋  ,0
【西麦】西麦西澳阳光原味牛奶28g6袋红枣牛奶燕麦片28g6袋,0
【极速发货】手打坚果丸子多种果仁独立包装整箱80粒,0
汇源果汁100%臻贵礼盒1L*5盒【口味随机】赠95°复合果汁,0
秋水良田五常香米拍一发四共20斤真空包装/五常直邮,0
恋小果 奇亚籽坚果藕粉羹500克/罐 2罐 送玻璃杯勺,0
新边界红枣500g新疆特产和田大枣干果零食枣子,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,0
【新米 】五常长粒香米 5斤 新米 现磨现发 五常发货 真空锁鲜,0
【小杨哥专属】精武全明星卤味零食大礼包组合8袋装,0
蜀中桃子姐 钵钵鸡调料包320克串串香冷锅串串底料包,0
波沽屋咖啡奶香小熊饼干330g整箱双口味休闲饼干,0
回味一梦鹌鹑蛋一333g（约45枚）儿童小吃零食独立包装即食小卤蛋,0
俄罗斯进口KDV紫皮糖500g*2袋,0
400g青花椒酱 四川特产 藤椒酱麻椒油 凉拌汁凉面凉皮调料 特麻,0
琥珀核桃仁250g/500g坚果零食干果休闲罐装散装熟核桃肉,0
厂家直发武汉热干面拌面独立包装3袋带调料包邮,0
【直播专享-优惠】梅菜扣肉加热即食大份量500g/盒   严选kp-h,0
鼎橙 天然猪肠衣套餐 灌香肠腊肠脆皮肠宝宝放心吃50g灌肠器,0
冰岛甜 普洱茶（生茶）100g/饼<yfx>,0
【四季斋粽子】新鲜实惠网红七龙珠肉粽500g*2只【顺丰包邮】,0
源氏大刀肉+大辣片+功夫辣丝组合，3款20包1576g,0
【拍一发七包】盼盼软面包小面包瑞士卷蛋黄派糕点聚惠组合1230g,0
【老吴推荐】芝麻碎饼500克1包  随机口味不选择,0
佳仙锅主鱼香肉丝调料80g 炒菜川菜家用调料包,0
【专享】金之郎水果味低糖低脂果冻儿童休闲零食4斤什锦口味,0
巴旦木500g250g袋装坚果大颗粒巴达木奶油味薄壳包邮干果零食5斤,0
【达人专属】白水杜康牛转乾坤酒,0
【火号火焰兔】酸辣柠檬网红无骨鸡爪200g/500g/1000g即食凤爪,0
初味刘刘无骨鸡爪酸辣、泡椒味含汤1000g顺丰包邮,0
【粉丝福利】伊利安慕希酸奶黄桃燕麦味200ml×10瓶 原味酸奶,0
【疆小金推荐】蜜之番新疆特产多色多味组合葡萄干1斤/2斤3斤/4斤,0
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,0
【99元4大袋】筋头巴脑真空包装，现做现发新鲜加热速食 600g/袋,0
菜花李冲泡型麻酱米线170g*6桶,0
焖百味糖醋酱汁糖醋排骨糖醋鱼糖醋里脊虾仁家用商用秘制调料200g,0
【新粉免费试喝】大红袍铁盒装（20袋）红盒J,0
匡匡家海苔卷   连云港发货   海苔肉松卷  100克,0
【宛禾米线】麻酱米线（水煮型） 南阳特色细米线 210g/袋,0
徐州米线肉酱米线5份顺丰包邮装（1750g）徐州乡土特色美食,0
推荐_【三只松鼠_坚果大礼包/欢悦款/2831g】CB,0
林家铺子左右双色罐头200g*8罐装,0
靖江正宗手撕肉脯1包0.33元 靖江猪肉脯特产大礼包,0
荞麦方便泡面皮免煮干拌饱腹速食杂粮面皮110g,0
山西陈醋山西特产工厂直发 800ml拍一发三,0
美丽家高粱饴——软糖 童年记忆 拉丝多口味饴糖 500g/包（包邮）,0
【直播推荐】川娃子烧椒酱炭烧辣椒酱下饭酱230g ,0
【6斤69元】山药坚果沙琪玛 健康营养 无蔗糖 现货现发,0
香港珍妮曲奇二味四味奶油聪明小熊曲奇饼干220g-640g,0
{晨弟}俄罗斯进口KDV紫皮糖2斤,0
【新粉专享】52度浓香经典750ml*1瓶 龙酒升级版,0
桃园建民坚果炒货休闲零食小袋装卤味大花生五香大花生400g,0
【小影推荐】碳烤风干牛肉干500克/袋 ,0
【官方专享】味滋源休闲零食坚果礼盒10包1280g送礼,0
川天娃明星句号代言川天娃红烧汁家用正宗120g六袋,0
【大雄团队福利】买2送碗勺 萌萌獭酸奶果粒烘焙燕麦片250g/袋,0
百食香焖饭酱汁懒人焖饭茶缸饭铁板炒饭调料120克,0
熙贝【S】银坑村夏威夷果袋装250克/500克2.5kg,0
DAOXIANGYING/稻香影【小影推荐】玫瑰坚果藕粉羹500g/罐,0
 【大袋实惠装】盘锦大米20斤,0
｛洪濑黑果鸡爪｝72g（鸡爪&面筋混装）福建特产小吃锁鲜即食,0
【礼赠佳选】青岛啤酒 10度500ml*12听福罐 送礼喜庆 青岛产,0
【龙姐专属】任买2罐送杯 雨子坊蜂蜜柚子茶百香果茶柠檬茶500g,0
金杏干 果干杏干 无添加 酸酸甜甜 100g 包邮 利吉氏,0
【拍2份发80根】粗粮米果棒 蛋黄味 30根【粗粮含量≥10%】,0
【小花妞专属】泓一北海道风味牛乳味威化饼干240g网红年货零食Y5,0
【主播优选】金年风干五花肉500g  淡咸肉 腌笃鲜菜饭食材,0
湖湘大师小炒黄牛肉酱汁湘菜经典菜系小炒牛肉湘菜大师调味120g,0
香飘飘经典+新升级混合口味15杯装奶茶早餐,0
 叻滋滋滋一口香菇肥牛素肉15包韩式素牛肉香菇肥牛怀旧零食,0
厨师兄麻辣香锅 干锅酱（四川复合调料家用商用每袋160g）,0
【真果集】爆浆陈皮糖208g夹心陈皮软糖正宗老陈皮 厂家直销,0
【老沧口】港式牛奶吐司400g*1个装,0
【小贝专享】宜养针叶樱桃乳酸菌饮品100g*24瓶 黄圣依代言,0
【郝老师专享】李子柒螺蛳粉广西特产柳州螺蛳粉335g*8袋,0
靖江正宗手撕肉脯30包9.9元 靖江猪肉脯特产大礼包,0
邂逅茶半糖爆浆果汁软糖258g/袋流心水晶糖果酱夹心糖果零食,0
谭八爷188g*1袋麻辣香辣兔头四川特产双流老妈兔头网红零食,0
四川凉山 特色手工1斤装 腊猪舌,0
A1;雨润 优级爆炒王200g*5+桂花盐方220g*5,0
煌记 肉松脆芝士味 千层酥脆饼干休闲零食网红美味零食 68g,0
【首播浮力】米多奇香米饼米饼50包散装休闲食品小零食02,0
匠味格酸辣粉方便办公室宿舍速食整箱130克*6桶,0
【爆款产品】嗨吃家荞麦魔芋面78g*12袋,0
 德芙巧克力超市同款碗装252g-18条,0
【果铺佬】新货东北松子250g特大颗粒手剥开口红松子坚果零食,0
【超值好物】农家红薯淀粉家用纯手工无添加红苕粉正宗番薯粉1斤,0
俄罗斯进口松露巧克力400g/袋,0
 【拍一发二】猴头菇小米南瓜粥400g*2罐,0
【媛媛生日专享】小牛有约原制奶酪棒100g*10袋共50支,0
【非遗】十吉重庆牛油老火锅底料50g小包装一人份麻辣烫香锅调料,0
【推荐】良品铺子葡萄干沙琪玛500g 2/3规,0
莎布蕾武士曲奇饼干网红爆款夹心多口味圣诞零食饼干小吃休闲食品,0
古法老味道 黑小麦面粉5斤-10斤,0
【浩麦】香蕉片250g水果芭蕉香蕉脆片办公室休闲零食,0
推荐【百草味】大巨型零食大礼包（抱个好运） 3473g,0
【AAA】轩博大师德国工艺精酿啤酒整箱 2升装4桶,0
【西咸专享】宝鸡擀面皮香辣口味6袋*300g顺丰包邮,0
哇呀泡鸭掌216g*2 商超同款泡爪休闲零食龙岩土楼特产即食小吃,0
豫吉猴头菇菌饼干32g*10袋/20袋/40袋整箱小饼干休闲小零食,0
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,0
燕壹壹黄焖酱汁调味酱（每袋90g）,0
【葡式蛋挞】睿澳葡式蛋挞30个蛋挞皮+500g蛋液,0
【S】熙贝 芒果干250g/500g,0
【陈三废专属】伊利 安慕希原味酸奶205g*12盒 ,0
【六大茗茶99元】正山小种+金骏眉+大红袍+铁观音+绿茶+花茶 13罐,0
【500g/约65个】手打坚果丸子瓜子酥多种果仁坚果独立小包装,0
【百草味D】镇店果干组合1549g/14袋,0
【非遗】重庆特产小吃 蒋胡豆怪味胡豆零食100g/袋  指定地区包邮,0
妙飞儿童棒棒奶酪500g*2另送100g*2 共60支   S,0
劲仔小鱼20包/袋装20包/140克,0
JIN GUA/金瓜 【家庭装不加糖】500g农家小香薯干带皮香薯红薯干,0
【刘媛媛生日专享】日式蔓越莓奶香雪花酥112g/包,0
干烙脆蛋糕饼干【30包/箱-60包/箱】 鲜鸡蛋成分+黑芝麻实物添加,0
【推荐】新货手剥巴西松子500g散装大颗粒松子非特级特大孕妇零食,0
比比赞龙岩泡鸭爪10个装300g,0
【粉丝专享】富昌桂圆干450g 桂圆肉干龙眼干货福建特产,0
洽洽经典红袋香瓜子26g*9袋超值福利-DWS,0
川香秋月麻辣萝卜干300g*2瓶装四川特产农家自制干货脆萝卜下饭菜,0
新货芒果干500g250g袋装整片厚切芒果干,0
【今年新货】壹核堂 新疆原味南瓜子仁  开盖即食 每罐净重150克,0
阿尔卑斯巧禾棒果仁夹心巧克力味米果充饥点心250g 500g 1000g,0
【杂粮煎饼福利】山东沂蒙山纯手工杂粮煎饼250g（4-5张煎饼）,0
原味花生酥传统手工特产小吃酥糖老式小零食糕点花生糖酥茶点250g,0
手工芝麻油炸麻叶子500g大包装传统家乡咸味零食山东河南安徽特产,0
【主播力荐】经典28℃松露巧克力80g/盒（拍一发三）,0
【秀姐福利专属】酸贝辣310g*6广西柳州螺蛳粉袋装速食螺狮粉-LD,0
巴旦木250g/500g袋装坚果奶油味薄壳巴达木整箱薄壳孕妇干果零食,0
A2【59元8袋包邮】江西特产 碳烤笋片 脆嫩鲜爽 炒菜煲汤 300g/袋,0
【人气 爆款】诺贝达 白雪奶皮面包 整箱438g,0
【年货礼盒】新货薄壳大杏仁巴旦木500g扁桃仁巴达木奶油坚果散装,0
【36克拍两份19.8发22包】好吃岛山药脆片薄片1份10包 5种口味！,0
饭匹兄弟湖南农家手工自制原味糯米笋 免泡发免切 嫩笋  248g/袋,0
【刘媛媛生日专享】海天生抽1.28L味极鲜1L蚝油1kg醋1.28共10件,0
【云南盐津乌骨鸡】香辣冷吃鸡丁100g,0
七彩菌汤包云南特产羊肚菌鸡油菌虫草花竹荪滋补养生煲汤食材35克,0
姐馋【粗粮玉米酥】粗粮玉米酥烘焙整箱60袋30袋膨化糕点零食   ,0
【粉丝专享】吃小天正宗柳州加臭加辣螺蛳粉330g*(5+3包）螺丝粉,0
【烤小饼干专属】正宗老上海葱油饼/梅干菜饼90g*10片,0
【丛姐感恩粉丝专属】金鹤生态长粒王东北大米真空包邮5kg*1袋,0
有友【星选2】山椒豆干山椒竹笋山椒花生95g*6袋,0
pxy朴小样韩式石锅拌饭酱 韩国风味拌饭酱辣酱瓶装350g,0
雅客软糖组合V9软糖508g芒果软糖500g玉米软糖500gDPZB2,0
四川趣娘子洪霞家的红薯粉3-5斤装,0
【柚子专属】耶米熊麻薯小Q包约12个/盒120g麻薯球面包团子,0
卤料包茶叶蛋秘制家庭卤料炖肉配方商用包装卤水/味/菜/牛肉调料,0
【9.9发50包，拍2份发125包】牛奶燕麦酥 奶香浓郁 酥酥脆脆,0
张一元茶叶浓香茉莉花茶春茗春雪组合装 金般品质 60g（每袋）,0
特大带皮腰果仁250g/500g原味紫皮干果零食盐焗越南坚果炒货年货,0
【翻天娃】爆辣通心棒魔术丝组合338g网红辣条香辣面筋休闲零食品,0
【12厂直发】美粮坊老上海葱油饼正宗风味20片*90g速食早餐,0
【小燕年货节补贴】婉小小手撕烤脖40g*8根,0
卫龙78°卤蛋熟鸡蛋35g/袋 DR,0
zb2【原产地直发】正宗新疆枣仁派 好吃有营养 252g/袋,0
【精美礼盒，限1000单】伊诺滋金莎球果仁夹心巧克力球500g*箱,0
【9.9元20包】巧玲珑虾肉饼整箱雪饼米饼200克/箱,0
【新粉福利】茅台镇赖世公金标15酱香型53度粮食酒500ML  限购2瓶,0
【沈小善鸡肉条】麻辣五香解馋零食高蛋白鸡胸肉条100g/罐,0
【宠粉福利】乐事薯片25包组合 共410g 热销口味随机发,0
【秋姐专享】中原雪饺子粉天然五彩果蔬饺子粉饺子专用粉2250g,0
新货坚果奶油味碧根果250g/500g袋装散装称斤长寿果干果零食整箱,0
【辈儿香】八爪烧拍1发8 46克/袋 （拍2件随机送2包 共18包）,0
【小燕年货节补贴】花语栖水果坚果藕粉500g/桶 拍一发二,0
推荐【经典五香扒鸡】乡盛德州特产五香脱骨扒鸡450g*3 总重1350g,0
【年货节】西班牙进口科滕小麦白啤酒1L*6瓶  临期22年3月1日到期,0
【憨豆熊】夏威夷果大颗粒250g奶油味坚果,0
【送两个鸭锁骨】我的天呐爆款组合吃货必备免煮冲泡  12桶  ,0
汇源果汁100%臻贵礼盒1L*5盒（赠95°复合果汁饮料）,0
【晴子粉丝专享】奇亚籽坚果藕粉-【500g*2桶】-两个包裹发货,0
爱尚虾味片8g*20包,0
【直播限定】集鲜小笼汤包 鲜肉灌汤包 速冻早餐夜宵2/4盒组合装,0
【格格专属】优本味蛋黄锅巴 500g/盒 肉松味/蟹香味,0
【香甜糯玉米自产自销】东北黑土地香糯甜玉米6根8根10根20根,0
H2：口水娃酸奶山楂球408g,0
【S】银坑村 带衣腰果紫皮腰果 袋装250克/500克2.5kg,0
【9.9元30包】南北特Q豆干豆腐干小吃零食麻辣休闲零食小包装,0
【优选】诸葛卧龙花椒馍片  128g*5袋装 椒香味 麻辣味 ,0
大酥说红糖小麻花年货客厅招待小茶点400g /箱,0
汇源1L*5100%系列果汁礼盒装【单口味支持自选】【送鲜果饮】,0
QHE其嘉含牛初乳奶贝贝 儿童宝宝高钙奶片100g*4袋,0
达利园花生牛奶原味250ml,0
【专享】田小花黑芝麻威化饼干258g/箱,0
小熊驾到优质黄面包糠250g实惠装WG,0
【刘媛媛生日专享】张裕择乐红葡萄酒  半干型  11.5度   750ml*6,0
怡宝纯净水4.5L*4桶/箱 实惠家庭装 泡茶煲汤 饮用水 DY,0
含钙淡干虾皮 宝宝吃 老少皆宜 虾皮 100克/瓶,0
【百草味】百草味（茶几上的春晚）坚果零食礼盒1760g*2  ,0
东北松子500g250g大颗粒手剥开口松子野生松子仁坚果零食年货5斤,0
茂嘉庄牛肉粒袋装38g香辣五香沙嗲多口味3包再送2包18g牛肉粒,0
姐馋【花生小米酥】正品小米酥整箱60袋糕点膨化小零食独立包装,0
【主播专享】益叔 雪媚娘网红蛋糕甜点120g /枚,0
泰式风味汁100g网红柠檬鸡爪酸辣凤爪调味料泡凤爪家用商用装,0
【乌啦啦专享】好欢螺螺蛳粉加臭加辣400克3袋官网正柳州螺蛳粉,0
kissport【6盒】L无糖薄荷糖果清新口气口香糖网红糖16g/盒  ,0
贵州大方麻辣辣椒面250克（半斤）起包邮,0
【厂家直销】源氏功夫辣条32g/包，香辣小辣丝面制品辣条,0
【爆款复购率高】牛螺哥柳州螺蛳粉水煮型300g/包 五包装 发货,0
【视频爆款】渣渣灰全口味拌粉6盒装+赠4盒南昌拌粉,0
山东特产纯手工五谷粗粮粘豆包0添加130g 拍6发7,0
百威 Harbin/哈尔滨啤酒 醇爽330ML*24听（2箱）（分开发货）D,0
【福虎迎春/乐推约100颗】诺梵松露形巧克力年货500g礼盒装yfl,0
李子柒螺蛳粉广西特产柳州螺蛳粉335g*11袋礼盒装,0
【七月店铺】西郭村手工粗粮粘豆包960g,0
【59元8大袋包邮】江西特产 炭烤笋尖 脆嫩鲜爽 炒菜煲汤 280g/袋,0
【炮炮唐专属】零食工坊 芒果干 100g×3袋,0
主播推荐【粉丝福利】10包每日坚果20克/包混合坚果零食休闲零食,0
切糕王子_新疆特产酥脆灰枣220g/箱/11袋 无核酥脆红枣,0
原味干炒瓜子-内蒙古瓜子葵花籽瓜子500g,0
【宸泽专享】雅集芒果干100g*5,0
豉汁王调味酱调味品（每袋60g）by,0
【宏霸】开播浮力兰州拉面1盒装限1单,0
【QY】小鱼小虾  虾条虾片 35g*8包  休闲零食 ,0
【粉丝专享】网红爆款代可可脂果仁夹心巧克力紫皮糖200g /包,0
【到手5包装】满小饱香港肥汁米线310g  优惠5包装（送午餐肉）,0
流心降霜 柿饼 吊饼 圆饼 1/2/3斤 柿子饼,0
【徐大宝专享】惠农神星手撕风干鸭脖60g*6根装氮气锁鲜网红零食,0
(LH4)(DZ03)贝尼松庄园·亚斯兰珍藏红洋酒组合750ml 12.5%vol  ,0
【店长推荐】吃哆味麦片巧克力棒营养燕麦片网红爆款小零食500g起,0
盐津铺子深海鱼豆腐休闲零食嫩豆干 （20包/8.9）（50包/17.9）,0
【直播间福利2】三合一爆米花球形焦糖味/奶香味 200g 自制美食,0
美味螺柳州螺蛳粉310g*2包装,0
【星星哥专享】恋上谷奇亚籽坚果藕粉羹500g/桶,0
SOLOVE纯可可脂黑巧克力盒装120g（共24片）,0
K1中闽飘香冻干柠檬片买一送一再送梅森杯75g/盒,0
碧根果新货500g250g袋装坚果零食奶油味散装长寿干果年货5斤,0
【工厂批发】55克/袋重庆老火锅底料麻辣烫调料包串串香鸳鸯火锅,0
【零食糕点】盼盼休闲零食麦香鸡味块8g*20（口味随机）,0
【程程专享】关东煮网红爆肚粉酸辣粉关东煮花甲粉组合到手6桶,0
先疯农人恩施柴火烟熏腊味腊排骨500g土家腊肉直排子排中排小排,0
【浩麦】带皮腰果3斤/500g/250g紫衣盐焗腰果新货坚果干货零食,0
蜀坛香四川老坛酸菜400克/袋今日下单发5袋,0
 油条粉自发粉 1袋*1000克,0
手打坚果丸子多种果仁组合独立包装整箱60包,0
【泡泡姐粉丝专享】海岛大亨 福建特产 散装新货 桂圆干 500gx2袋,0
【粉丝福利】花生牛轧糖老式零食500g/袋包邮,0
【小杨哥专属】畅小星0脂肪乳酸菌风味饮料300mlX12瓶+100mlX8瓶,0
【主播力荐】丹麦风味 经典奶香曲奇饼干56g（拍一发六）,0
【SH】德芙丝滑牛奶巧克力手提铁盒装15粒 ,0
刻凡榴莲饼500g*1箱,0
【官方旗舰店】林家铺子彩标糖水黄桃425g*6罐装,0
 俄罗斯喜乐趣花生坚果糖/朵米斯松露土豆泥糖，两袋共1000克,0
吉祥家宴一汁成菜京酱肉丝130克,0
红烧料120g家用红烧酱料商用秘制红烧排骨大棒骨酱汁红烧料,0
【59元5大袋】山东日照特色裙带菜 高泡发脆嫩爽口40g/袋,0
南极人0脂肪蓝山黑咖啡2g*100包+送咖啡杯,0
【秘制鸭舌】麻辣教室招牌菜温州特产160g,0
【刘媛媛生日专享】汇源200ml100％果汁1＊12 【国风版口味随机】,0
【秀姐专属】手打坚果丸子多种果仁组合独立包装整箱60颗,0
卡尔加里狮干红葡萄酒单支750ml,0
【专享推荐】昊七七纯手工榆林镇风味筋饼350g（20张）*4袋,0
好紫味非油炸兰州牛肉拉面123g6桶/12桶,0
诺梵松露巧克力四口味福虎迎春500g礼盒装rd,0
【刘媛媛生日专享】海底捞火锅底料醇香麻辣牛油番茄清汤蘸料7包,0
【SH】年货家庭装德芙MM豆套餐（加赠士力架500g+赠真知棒500g）,0
新货奶油味夏威夷果250g/500g袋装大颗粒坚果干果零食小吃整箱,0
【主播推荐】状元蔡酸辣无骨鸡爪500克/1000克含汤汁（顺丰快递）,0
【推荐】良品铺子乐享坚果礼盒2063g A,0
10袋起拍-重庆特色佳仙老火锅底料50g手工全型麻辣烫底料懒人小袋,0
blike金德福山泉【专属】Blike蒟蒻果冻果汁吸果冻160g布丁,0
网红大牛威化  俄罗斯进口巧克力威化33g*14块,0
烟熏豆腐干1斤2斤（3个5个手工浑水米豆腐）四川南充土特产,0
诺贝达 拔丝鸡蛋糕 整箱380g,0
麦田派绍兴梅干菜干货浙江梅菜干干菜梅菜500克/1000克,0
【不加糖地瓜干】农家软糯倒蒸地瓜 番薯干不带皮红薯干158克/袋,0
E美粮坊正宗老上海风味葱油饼20片1800g ,0
【S】巴旦木/壳杏仁 纸皮巴旦木 NP级 超好剥袋装250g/500g2.5kg,0
【直播】王小卤虎皮凤爪卤味零食六袋装赠豆腩120g*1鱼皮35g*1,0
【4大袋足足两斤99元包邮】内蒙古特产 酱牛肉 卤味十足 半斤/袋,0
巴旦木坚果250g袋装杏仁奶油味扁桃仁巴达坦木干果炒货孕妇零食,0
【福利优选】丹麦风味、奶香曲奇56g/盒（拍1发6）,0
【苛选推荐】良品铺子良品谢礼-欢聚坚果礼2038g,0
【年货价】喜之郎混合味90g*8袋48个休闲儿童零食果味果冻,0
【宠粉福利】KlmlGong国产俄罗斯风味紫皮糖每包200g拍一发二,0
【刘媛媛生日专享】燕麦巧克力棒400g*2袋原味年货糖果高颜值XS,0
波比跳广式叉烧酱160g/袋(内含2包)调料烧烤烧肉炒菜腌制排骨蘸料,0
